desti,from,gpa,result
"","南京林业大学","",""
"曼彻斯特大学
The University of Manchester","","",""
"","","申请时无均分成绩",""
"","","82",""
"考文垂大学
Coventry University","","",""
"伦敦大学国王学院
King’s College London","","",""
"伯明翰大学
University of Birmingham","","",""
"伦敦大学国王学院
King’s College London","","",""
"","","85",""
"","中山大学","",""
"爱丁堡大学
The University of Edinburgh","","",""
"伦敦大学国王学院
King’s College London","","",""
"","","81.74",""
"","","","申请成功"
"","","","申请成功"
"卡迪夫大学
Cardiff University","","",""
"","华南农业大学珠江学院","",""
"诺丁汉大学
The University of Nottingham","","",""
"","","申请时无均分成绩",""
"","","","申请成功"
"南安普顿大学
University of Southampton","","",""
"","","申请时无均分成绩",""
"","","","申请成功"
"","中国青年政治学院","",""
"","","","申请失败"
"利兹大学
University of Leeds","","",""
"","中国传媒大学","",""
"卡迪夫大学
Cardiff University","","",""
"","","","申请成功"
"伦敦大学玛丽皇后学院
Queen Mary, University of London","","",""
"谢菲尔德大学
The University of Sheffield","","",""
"爱丁堡大学
The University of Edinburgh","","",""
"利物浦大学
University of Liverpool","","",""
"伦敦大学国王学院
King’s College London","","",""
"","","申请时无均分成绩",""
"","宁波诺丁汉大学","",""
"","","","申请成功"
"雷丁大学
University of Reading","","",""
"","","申请时无GPA成绩",""
"","深圳大学","",""
"伯明翰大学
University of Birmingham","","",""
"","北京交通大学","",""
"","","申请时无均分成绩",""
"","国际关系学院","",""
"","","63.8",""
"伯明翰大学
University of Birmingham","","",""
"","","","申请失败"
"阿德莱德大学
The University of Adelaide","","",""
"利物浦大学
University of Liverpool","","",""
"","","","申请成功"
"","","申请时无均分成绩",""
"","","","申请成功"
"","","","申请成功"
"","","2.1",""
"","South-Central University for Nationalities","",""
"卡迪夫大学
Cardiff University","","",""
"曼彻斯特大学
The University of Manchester","","",""
"","","","申请失败"
"","","","申请成功"
"","","","申请成功"
"","朴茨茅斯大学","",""
"","普利茅斯大学","",""
"曼彻斯特大学
The University of Manchester","","",""
"","","","申请成功"
"","","","申请成功"
"萨塞克斯大学
University of Sussex","","",""
"","桂林航天工业学院","",""
"","","申请时无均分成绩",""
"布里斯托大学
University of Bristol","","",""
"","华南农业大学","",""
"","","申请时无海外学生成绩",""
"斯特灵大学
University of Stirling","","",""
"东英吉利大学
University of East Anglia","","",""
"萨塞克斯大学
University of Sussex","","",""
"","","申请时无海外学生成绩",""
"","哈德斯菲尔德大学","",""
"","","申请时无均分成绩",""
"伯明翰大学
University of Birmingham","","",""
"曼彻斯特大学
The University of Manchester","","",""
"","吉林大学珠海学院","",""
"","","5.5",""
"","海南大学","",""
"","","3.26",""
"","淮阴师范学院","",""
"","","","申请成功"
"","莱斯特大学","",""
"","","","申请成功"
"","上海对外经贸大学","",""
"","","","申请成功"
"萨塞克斯大学
University of Sussex","","",""
"墨尔本大学
The University of Melbourne","","",""
"","普利茅斯大学","",""
"","中南大学","",""
"","","","申请失败"
"新南威尔士大学
University of New South Wales","","",""
"","","","申请成功"
"","","申请时无海外学生成绩",""
"谢菲尔德大学
The University of Sheffield","","",""
"","","3.48",""
"萨里大学
University of Surrey","","",""
"","","78.5",""
"格拉斯哥大学
University of Glasgow","","",""
"莫纳什大学
Monash University","","",""
"格拉斯哥大学
University of Glasgow","","",""
"","","82.1",""
"萨里大学
University of Surrey","","",""
"萨里大学
University of Surrey","","",""
"埃塞克斯大学
University of Essex","","",""
"","","","申请失败"
"斯特拉斯克莱德大学
University of Strathclyde","","",""
"","","","申请成功"
"伦敦大学玛丽皇后学院
Queen Mary, University of London","","",""
"格拉斯哥大学
University of Glasgow","","",""
"","","","申请成功"
"","","","申请失败"
"埃克塞特大学
University of Exeter","","",""
"","","85",""
"曼彻斯特大学
The University of Manchester","","",""
"","","申请时无海外学生成绩",""
"伦敦大学国王学院
King’s College London","","",""
"","","","申请成功"
"悉尼大学
The University of Sydney","","",""
"","","申请时无均分成绩",""
"曼彻斯特大学
The University of Manchester","","",""
"","","","申请失败"
"悉尼大学
The University of Sydney","","",""
"","","申请时无合办项目成绩",""
"诺丁汉特伦特大学
Nottingham Trent University","","",""
"","","62",""
"杜伦大学
Durham University","","",""
"","中央民族大学","",""
"","伦敦玛丽女王大学","",""
"","","2.94",""
"","","","申请失败"
"","朴次茅斯大学","",""
"","朴茨茅斯大学","",""
"","","82.67",""
"布里斯托大学
University of Bristol","","",""
"","普利茅斯大学","",""
"伦敦大学玛丽皇后学院
Queen Mary, University of London","","",""
"","中国传媒大学","",""
"","","","申请成功"
"","","","申请成功"
"纽卡斯尔大学
Newcastle University","","",""
"阿伯丁大学
The University of Aberdeen","","",""
"","北京师范大学珠海分校","",""
"","广东财经大学","",""
"","","","申请失败"
"","","74",""
"","","","申请成功"
"","思克莱德大学","",""
"","南京大学金陵学院","",""
"","","76.3",""
"","广东技术师范学院","",""
"","","申请时无GPA成绩",""
"","","","申请成功"
"","德蒙福特大学","",""
"卡迪夫大学
Cardiff University","","",""
"","","80",""
"拉夫堡大学
Loughborough University","","",""
"","华南农业大学","",""
"","河南大学","",""
"曼彻斯特大学
The University of Manchester","","",""
"","中山大学南方学院","",""
"","","3.29",""
"","","81.97",""
"","","3.7",""
"","","申请时无海外学生成绩",""
"","","3.73",""
"萨塞克斯大学
University of Sussex","","",""
"利兹大学
University of Leeds","","",""
"","","","申请成功"
"伍伦贡大学
University of Wollongong","","",""
"","中国青年政治学院","",""
"","","","申请失败"
"肯特大学
University of Kent","","",""
"","","62",""
"","德蒙福特大学","",""
"","","69",""
"","哈德斯菲尔德大学","",""
"","","","申请成功"
"","","55",""
"爱丁堡大学
The University of Edinburgh","","",""
"","","","申请失败"
"","","","申请失败"
"","","申请时无合办项目成绩",""
"","","",""
"曼彻斯特大学
The University of Manchester","","",""
"","北京师范大学天津附属中学","",""
"谢菲尔德大学
The University of Sheffield","","",""
"布里斯托大学
University of Bristol","","",""
"雷丁大学
University of Reading","","",""
"","广东石油化工学院","",""
"","","申请时无均分成绩",""
"","浙江大学城市学院","",""
"","","85",""
"","","79",""
"布里斯托大学
University of Bristol","","",""
"","","","申请成功"
"","","","申请成功"
"","","3.47",""
"","","","申请失败"
"","南京审计学院","",""
"曼彻斯特大学
The University of Manchester","","",""
"曼彻斯特大学
The University of Manchester","","",""
"","河北师范大学","",""
"伦敦大学伯贝克学院
Birkbeck, University of London","","",""
"","","71.6",""
"","","申请时无海外学生成绩",""
"卡迪夫大学
Cardiff University","","",""
"","","","申请失败"
"","","3.47",""
"","","80.26",""
"","","申请时无均分成绩",""
"","","","申请失败"
"雷丁大学
University of Reading","","",""
"","上海外国语大学","",""
"","","85",""
"","湖南大学","",""
"拉夫堡大学
Loughborough University","","",""
"","天津市第五十四中学","",""
"","","申请时无海外学生成绩",""
"","","","申请失败"
"","","79",""
"","加利福尼亚大学尔湾分校","",""
"","","","申请成功"
"","陕西师范大学","",""
"","拉普兰应用科技大学","",""
"","","2.98",""
"曼彻斯特大学
The University of Manchester","","",""
"","","3.324",""
"","利物浦大学","",""
"利兹大学
University of Leeds","","",""
"伯明翰大学
University of Birmingham","","",""
"布里斯托大学
University of Bristol","","",""
"","宁波诺丁汉大学","",""
"","","申请时无海外学生成绩",""
"","","","申请失败"
"","","","申请成功"
"","","","申请失败"
"","","","申请失败"
"","","77",""
"","","","申请成功"
"","","申请时无均分成绩",""
"格拉斯哥大学
University of Glasgow","","",""
"伦敦大学城市学院
City, University of London","","",""
"利兹大学
University of Leeds","","",""
"","","","申请失败"
"","","64",""
"","","","申请成功"
"","","61",""
"埃克塞特大学
University of Exeter","","",""
"伦敦大学玛丽皇后学院
Queen Mary, University of London","","",""
"","","","申请失败"
"","","","申请失败"
"","河南大学","",""
"利兹大学
University of Leeds","","",""
"谢菲尔德大学
The University of Sheffield","","",""
"","沈阳师范大学","",""
"萨塞克斯大学
University of Sussex","","",""
"巴斯大学
University of Bath","","",""
"","","","申请成功"
"卡迪夫大学
Cardiff University","","",""
"曼彻斯特大学
The University of Manchester","","",""
"","","","申请成功"
"利物浦大学
University of Liverpool","","",""
"","","","申请成功"
"悉尼大学
The University of Sydney","","",""
"","","80",""
"","天津外国语大学","",""
"罗伯特戈登大学
Robert Gordon University","","",""
"","","","申请失败"
"利兹大学
University of Leeds","","",""
"","","3.9",""
"杜伦大学
Durham University","","",""
"","","","申请成功"
"","","","申请失败"
"","","","申请成功"
"","","","申请成功"
"布里斯托大学
University of Bristol","","",""
"","","70",""
"","","","申请成功"
"","","","申请成功"
"","南京工业大学","",""
"雷丁大学
University of Reading","","",""
"谢菲尔德大学
The University of Sheffield","","",""
"","","","申请成功"
"","","85",""
"伦敦大学玛丽皇后学院
Queen Mary, University of London","","",""
"","","77.8",""
"","","79.79",""
"","","","申请成功"
"","东莞市万江中学","",""
"","","78.8",""
"格拉斯哥大学
University of Glasgow","","",""
"","","82.8",""
"","","","申请成功"
"","","2.9",""
"","","2.75",""
"","","申请时无均分成绩",""
"","江苏师范大学","",""
"","","82.15",""
"","","","申请成功"
"","","","申请成功"
"布里斯托大学
University of Bristol","","",""
"","","3.48",""
"","","3.7",""
"萨里大学
University of Surrey","","",""
"","","","申请成功"
"利物浦大学
University of Liverpool","","",""
"","北京联合大学","",""
"利兹大学
University of Leeds","","",""
"","","","申请成功"
"麦考瑞大学
Macquarie University","","",""
"","","","申请成功"
"悉尼大学
The University of Sydney","","",""
"","","3.3967",""
"","首都师范大学","",""
"","","","申请成功"
"","","","申请失败"
"埃塞克斯大学
University of Essex","","",""
"","北京服装学院","",""
"","","","申请成功"
"","","","申请成功"
"格拉斯哥大学
University of Glasgow","","",""
"","西南科技大学","",""
"","","","申请失败"
"","","3.18",""
"","","","申请失败"
"","河南财经政法大学","",""
"","","77.5",""
"","浙江传媒学院","",""
"","","75",""
"","","","申请成功"
"","南京信息工程大学滨江学院","",""
"","","","申请失败"
"谢菲尔德大学
The University of Sheffield","","",""
"","上海大学","",""
"","","78.49",""
"","","","申请成功"
"","天津商业大学","",""
"","","2.9",""
"","","","申请失败"
"","广西师范大学","",""
"","","","申请成功"
"","北京化工大学","",""
"","北京师范大学-香港浸会大学联合国际学院","",""
"","","","申请成功"
"曼彻斯特大学
The University of Manchester","","",""
"","萨塞克斯大学","",""
"","","","申请成功"
"莱斯特大学
University of Leicester","","",""
"","","90.04",""
"","","3.67",""
"","","3.03",""
"","","","申请成功"
"","","","申请失败"
"","","","申请失败"
"雷丁大学
University of Reading","","",""
"","班戈大学","",""
"","杭州电子科技大学","",""
"","","3.42",""
"","广东外语外贸大学","",""
"澳大利亚国立大学
The Australian National University","","",""
"","北京联合大学","",""
"谢菲尔德大学
The University of Sheffield","","",""
"","","77.73",""
"利物浦大学
University of Liverpool","","",""
"","广州大学","",""
"","石家庄铁道大学四方学院","",""
"利兹大学
University of Leeds","","",""
"","齐齐哈尔大学","",""
"","","","申请成功"
"","上海大学","",""
"","Xingjian College of Sci.&Liberal Arts of Guangxi U","",""
"","集美大学","",""
"","","","申请失败"
"贝尔法斯特女王大学
Queen＇s University Belfast","","",""
"","","","申请成功"
"","广东财经大学","",""
"","","3.76",""
"萨里大学
University of Surrey","","",""
"","","","申请成功"
"萨里大学
University of Surrey","","",""
"","","80",""
"拉夫堡大学
Loughborough University","","",""
"谢菲尔德大学
The University of Sheffield","","",""
"","","","申请失败"
"","中华女子学院","",""
"萨里大学
University of Surrey","","",""
"","云南大学","",""
"","","","申请失败"
"","暨南大学","",""
"","","85.5",""
"","","","申请成功"
"","","86.51",""
"","","","申请成功"
"","天津大学","",""
"","","38.4",""
"","","申请时无均分成绩",""
"","奥克兰理工大学","",""
"","","80",""
"","哈德斯菲尔德大学","",""
"伦敦大学玛丽皇后学院
Queen Mary, University of London","","",""
"","","82",""
"谢菲尔德大学
The University of Sheffield","","",""
"","","84.91",""
"","","77",""
"卡迪夫大学
Cardiff University","","",""
"伯明翰大学
University of Birmingham","","",""
"","广西民族大学","",""
"","","","申请成功"
"利兹大学
University of Leeds","","",""
"","","2.58",""
"","","2.37",""
"","","87.5",""
"诺丁汉大学
The University of Nottingham","","",""
"萨里大学
University of Surrey","","",""
"","萨里大学","",""
"伦敦大学国王学院
King’s College London","","",""
"曼彻斯特大学
The University of Manchester","","",""
"萨塞克斯大学
University of Sussex","","",""
"","德蒙福特大学","",""
"","宣道会陈朱素华纪念中学","",""
"","西南民族大学","",""
"","","","申请成功"
"","","","申请成功"
"伦敦政治经济学院
The London School of Economics and Polit","","",""
"","","申请时无合办项目成绩",""
"","首都经济贸易大学","",""
"","","","申请成功"
"利兹大学
University of Leeds","","",""
"","","2.69",""
"","北京邮电大学","",""
"","","","申请失败"
"卡迪夫大学
Cardiff University","","",""
"利兹大学
University of Leeds","","",""
"曼彻斯特大学
The University of Manchester","","",""
"","福建师范大学","",""
"利兹大学
University of Leeds","","",""
"曼彻斯特大学
The University of Manchester","","",""
"","","","申请失败"
"","天津工程职业技术学院","",""
"","德蒙特福大学","",""
"","","申请时无均分成绩",""
"","云南财经大学","",""
"利兹大学
University of Leeds","","",""
"雷丁大学
University of Reading","","",""
"","北京外国语大学","",""
"","西南大学","",""
"","","","申请失败"
"","","80.83",""
"","","","申请失败"
"","","86",""
"","","85",""
"","","","申请失败"
"","","","申请成功"
"伦敦大学国王学院
King’s College London","","",""
"","","","申请失败"
"","西北大学现代学院","",""
"萨塞克斯大学
University of Sussex","","",""
"","","3.32",""
"","广州医科大学","",""
"","","","申请成功"
"","","申请时无均分成绩",""
"","","","申请成功"
"","","申请时无均分成绩",""
"利物浦大学
University of Liverpool","","",""
"澳大利亚国立大学
The Australian National University","","",""
"","","","申请成功"
"","","申请时无均分成绩",""
"巴斯大学
University of Bath","","",""
"","","","申请成功"
"","辽宁大学","",""
"","河北医科大学","",""
"伦敦大学玛丽皇后学院
Queen Mary, University of London","","",""
"","威尔士三一圣戴维大学","",""
"","","2.98",""
"伦敦大学玛丽皇后学院
Queen Mary, University of London","","",""
"","","","申请成功"
"曼彻斯特大学
The University of Manchester","","",""
"","广东外语外贸大学","",""
"","","2.94",""
"","宁波诺丁汉大学","",""
"","","","申请失败"
"","","3.72",""
"","华侨大学","",""
"","","83",""
"","","78.4",""
"","","83",""
"","","","申请失败"
"","","87.77",""
"布鲁内尔大学
Brunel University London","","",""
"","","","申请成功"
"","","","申请失败"
"","","","申请失败"
"","","5",""
"利兹大学
University of Leeds","","",""
"","","","申请失败"
"利兹大学
University of Leeds","","",""
"","","","申请失败"
"","德蒙福特大学","",""
"曼彻斯特大学
The University of Manchester","","",""
"曼彻斯特大学
The University of Manchester","","",""
"","","3.7",""
"西澳大学
The University of Western Australia","","",""
"布里斯托大学
University of Bristol","","",""
"","11","",""
"","南京市雨花台中学","",""
"曼彻斯特大学
The University of Manchester","","",""
"伦敦大学玛丽皇后学院
Queen Mary, University of London","","",""
"","南京审计学院","",""
"","广东外语外贸大学","",""
"","朴次茅斯大学","",""
"桑德兰大学
The University of Sunderland","","",""
"","","","申请成功"
"","","","申请成功"
"","","","申请成功"
"","","3.8",""
"曼彻斯特大学
The University of Manchester","","",""
"","","80",""
"","谢菲尔德哈勒姆大学","",""
"利兹大学
University of Leeds","","",""
"","","申请时无海外学生成绩",""
"","","3.49",""
"","普利茅斯大学","",""
"","","","申请失败"
"","","","申请失败"
"布里斯托大学
University of Bristol","","",""
"拉夫堡大学
Loughborough University","","",""
"曼彻斯特大学
The University of Manchester","","",""
"","江西师范大学","",""
"萨塞克斯大学
University of Sussex","","",""
"","长沙理工大学","",""
"","中国计量大学现代科技学院","",""
"诺丁汉大学
The University of Nottingham","","",""
"","","","申请成功"
"","","2.45",""
"布里斯托大学
University of Bristol","","",""
"","","申请时无均分成绩",""
"","","85.34",""
"","","申请时无合办项目成绩",""
"利兹大学
University of Leeds","","",""
"","","2.32",""
"","湖南商学院","",""
"","上海海事大学","",""
"","普利茅斯大学","",""
"","","74.43",""
"","","","申请成功"
"曼彻斯特大学
The University of Manchester","","",""
"曼彻斯特大学
The University of Manchester","","",""
"","","","申请成功"
"","","","申请失败"
"布里斯托大学
University of Bristol","","",""
"","","","申请成功"
"","江苏理工学院","",""
"昆士兰大学
The University of Queensland","","",""
"","长沙理工大学城南学院","",""
"萨塞克斯大学
University of Sussex","","",""
"","","84.37",""
"","中国传媒大学","",""
"阿伯丁大学
The University of Aberdeen","","",""
"","","申请时无均分成绩",""
"","","","申请失败"
"","清华大学","",""
"","","","申请成功"
"曼彻斯特大学
The University of Manchester","","",""
"","海南大学","",""
"","","2.86",""
"","","","申请成功"
"","","","申请失败"
"","","80.59",""
"","朴茨茅斯大学","",""
"","北京师范大学-香港浸会大学联合国际学院","",""
"","","1.98",""
"","德蒙福特大学","",""
"","","申请时无海外学生成绩",""
"约克大学
University of York","","",""
"伦敦大学亚非学院
SOAS, University of London","","",""
"","","","申请失败"
"","","83",""
"阿伯丁大学
The University of Aberdeen","","",""
"东英吉利大学
University of East Anglia","","",""
"","华南理工大学","",""
"伯明翰大学
University of Birmingham","","",""
"","","80",""
"","北京师范大学珠海分校","",""
"","利物浦大学","",""
"","北京语言大学","",""
"雷丁大学
University of Reading","","",""
"","","81.27",""
"","商丘师范学院","",""
"谢菲尔德大学
The University of Sheffield","","",""
"","四川外国语大学","",""
"","","2.82",""
"","","","申请成功"
"","南京邮电大学","",""
"","","","申请成功"
"","","","申请成功"
"","","59",""
"","深圳大学","",""
"谢菲尔德大学
The University of Sheffield","","",""
"","成都体育学院","",""
"","","","申请失败"
"","重庆大学","",""
"昆士兰大学
The University of Queensland","","",""
"兰卡斯特大学
Lancaster University","","",""
"","东华理工大学","",""
"","滁州学院","",""
"","","","申请成功"
"","重庆第二师范学院","",""
"","","","申请成功"
"拉夫堡大学
Loughborough University","","",""
"伦敦大学国王学院
King’s College London","","",""
"拉夫堡大学
Loughborough University","","",""
"","","申请时无均分成绩",""
"","","","申请失败"
"格拉斯哥大学
University of Glasgow","","",""
"","","申请时无海外学生成绩",""
"","南京理工大学紫金学院","",""
"","","","申请失败"
"","朴次茅斯大学","",""
"","","80",""
"","","","申请成功"
"","","77",""
"","南京审计学院","",""
"爱丁堡大学
The University of Edinburgh","","",""
"","","","申请失败"
"","","3.66",""
"","","78.3",""
"","山东大学","",""
"","","","申请失败"
"","","","申请失败"
"","","","申请失败"
"","","","申请成功"
"曼彻斯特大学
The University of Manchester","","",""
"","德蒙福特大学","",""
"曼彻斯特大学
The University of Manchester","","",""
"","暨南大学","",""
"","上海财经大学","",""
"伯明翰大学
University of Birmingham","","",""
"","中国传媒大学","",""
"利兹大学
University of Leeds","","",""
"","","",""
"洛瀚普顿大学
University of Roehampton","","",""
"格拉斯哥大学
University of Glasgow","","",""
"","","","申请成功"
"","","2.65",""
"","","3.862",""
"","","3.32",""
"","朴次茅斯大学","",""
"","","2.93",""
"","","","申请成功"
"伦敦大学玛丽皇后学院
Queen Mary, University of London","","",""
"","南京农业大学","",""
"","","申请时无均分成绩",""
"","","70",""
"","常州大学","",""
"","牛津布鲁克斯大学","",""
"","朴次茅斯大学","",""
"","","3.61",""
"","江西财经大学","",""
"伦敦大学国王学院
King’s College London","","",""
"伦敦大学皇家霍洛威学院
Royal Holloway, University of London","","",""
"","","","申请成功"
"","","","申请成功"
"阿德莱德大学
The University of Adelaide","","",""
"","","86.31",""
"","","","申请成功"
"格拉斯哥大学
University of Glasgow","","",""
"","","","申请成功"
"南安普顿大学
University of Southampton","","",""
"","","","申请成功"
"","","85.1",""
"萨塞克斯大学
University of Sussex","","",""
"","中南林业科技大学","",""
"","苏州科技学院","",""
"","","","申请成功"
"","天津商业大学","",""
"","埃塞克斯大学","",""
"","","","申请失败"
"南安普顿大学
University of Southampton","","",""
"","","","申请成功"
"斯旺西大学
Swansea University","","",""
"","","","申请成功"
"","北京理工大学珠海学院","",""
"","","83",""
"","博兴县第二中学","",""
"利物浦大学
University of Liverpool","","",""
"","","78.36",""
"","","","申请成功"
"","","","申请失败"
"","","","申请失败"
"","","申请时无均分成绩",""
"","华南理工大学","",""
"","","75",""
"","","","申请失败"
"","中南民族大学","",""
"曼彻斯特大学
The University of Manchester","","",""
"曼彻斯特大学
The University of Manchester","","",""
"","","3.18",""
"","暨南大学","",""
"","","85",""
"","","","申请失败"
"萨塞克斯大学
University of Sussex","","",""
"","","申请时无海外学生成绩",""
"","","","申请成功"
"","沈阳师范大学","",""
"诺丁汉大学
The University of Nottingham","","",""
"","","","申请失败"
"雷丁大学
University of Reading","","",""
"","北京理工大学珠海学院","",""
"","","89.5",""
"伦敦大学皇家霍洛威学院
Royal Holloway, University of London","","",""
"","中国人民大学","",""
"","","3.53",""
"","上海海洋大学","",""
"","中南财经政法大学","",""
"","","83.05",""
"","","85.2",""
"曼彻斯特大学
The University of Manchester","","",""
"","","3.55",""
"","南昌大学","",""
"","","",""
"","","","申请成功"
"伦敦大学国王学院
King’s College London","","",""
"诺丁汉特伦特大学
Nottingham Trent University","","",""
"","","","申请失败"
"","","81.4",""
"","南京财经大学","",""
"","","","申请成功"
"","","3.44",""
"","华南农业大学","",""
"","","","申请成功"
"","","","申请失败"
"","","","申请成功"
"曼彻斯特大学
The University of Manchester","","",""
"","","申请时无均分成绩",""
"","","申请时无均分成绩",""
"","","","申请成功"
"","","3.5",""
"埃克塞特大学
University of Exeter","","",""
"","中国药科大学","",""
"约克大学
University of York","","",""
"曼彻斯特大学
The University of Manchester","","",""
"","","72.625",""
"","石家庄市第一中学","",""
"","","","申请失败"
"利兹大学
University of Leeds","","",""
"","","","申请成功"
"","","2.2",""
"","","","申请失败"
"","武汉音乐学院","",""
"","厦门大学嘉庚学院","",""
"","","","申请成功"
"","","","申请成功"
"","","","申请成功"
"","广州大学","",""
"伦敦大学皇家霍洛威学院
Royal Holloway, University of London","","",""
"","中央兰开夏大学","",""
"","","","申请成功"
"肯特大学
University of Kent","","",""
"","","84.15",""
"","","申请时无海外学生成绩",""
"","","","申请失败"
"","","申请时无海外学生成绩",""
"萨塞克斯大学
University of Sussex","","",""
"","","75",""
"肯特大学
University of Kent","","",""
"","","77",""
"","","","申请成功"
"","","2.57",""
"","","63",""
"","","85.28",""
"","济南大学","",""
"","","71.65",""
"","","","申请成功"
"","","","申请成功"
"阿德莱德大学
The University of Adelaide","","",""
"伯明翰大学
University of Birmingham","","",""
"","","申请时无均分成绩",""
"谢菲尔德大学
The University of Sheffield","","",""
"","浙江师范大学","",""
"纽卡斯尔大学
Newcastle University","","",""
"","","80",""
"利兹大学
University of Leeds","","",""
"","","","申请失败"
"","华南理工大学","",""
"","","2.43",""
"","","74",""
"","","","申请成功"
"","普利茅斯大学","",""
"曼彻斯特大学
The University of Manchester","","",""
"","","","申请成功"
"","","87",""
"","","","申请失败"
"","","","申请失败"
"","","","申请失败"
"","","","申请失败"
"","","77.06",""
"","","","申请成功"
"","","81.5",""
"","诺丁汉中央学院","",""
"","","","申请成功"
"拉夫堡大学
Loughborough University","","",""
"伦敦大学国王学院
King’s College London","","",""
"","","","申请成功"
"","郑州大学","",""
"","","","申请成功"
"利物浦大学
University of Liverpool","","",""
"","","85",""
"","","申请时无均分成绩",""
"","南京大学","",""
"","","申请时无合办项目成绩",""
"","","3.93",""
"","","","申请失败"
"","","","申请失败"
"","","81.14",""
"伦敦大学国王学院
King’s College London","","",""
"","","3.73",""
"","","申请时无海外学生成绩",""
"谢菲尔德大学
The University of Sheffield","","",""
"","朴次茅斯大学","",""
"","","","申请成功"
"","","67.5",""
"","","84",""
"","","","申请成功"
"斯特灵大学
University of Stirling","","",""
"","天津外国语大学","",""
"卡迪夫大学
Cardiff University","","",""
"","","","申请失败"
"","四川外语学院附属双语学校","",""
"南安普顿大学
University of Southampton","","",""
"","","","申请成功"
"布鲁内尔大学
Brunel University London","","",""
"","","","申请失败"
"","青海大学","",""
"伦敦大学玛丽皇后学院
Queen Mary, University of London","","",""
"","","","申请成功"
"萨里大学
University of Surrey","","",""
"","暨南大学","",""
"","","85.26",""
"","","申请时无均分成绩",""
"","","","申请成功"
"雷丁大学
University of Reading","","",""
"利物浦大学
University of Liverpool","","",""
"","宁波大红鹰学院","",""
"","","85",""
"","","3.3",""
"南安普顿大学
University of Southampton","","",""
"","","3.27",""
"伯明翰大学
University of Birmingham","","",""
"","浙江工业大学","",""
"","浙江科技学院","",""
"布里斯托大学
University of Bristol","","",""
"","","","申请失败"
"","","","申请成功"
"","","","申请成功"
"","","86",""
"斯特拉斯克莱德大学
University of Strathclyde","","",""
"","","3.15",""
"","","","申请失败"
"","","83",""
"","","","申请成功"
"","","","申请成功"
"","","","申请成功"
"曼彻斯特大学
The University of Manchester","","",""
"","","","申请成功"
"","","","申请成功"
"","","86.73",""
"","","2.69",""
"西澳大学
The University of Western Australia","","",""
"","","","申请成功"
"","朴次茅斯大学","",""
"曼彻斯特大学
The University of Manchester","","",""
"","仲恺农业工程学院","",""
"","","","申请成功"
"","西安外国语大学","",""
"","","申请时无GPA成绩",""
"","","","申请失败"
"","","申请时无海外学生成绩",""
"","","3.65",""
"","","申请时无GPA成绩",""
"","","83.8",""
"","多伦多大学","",""
"","","申请时无均分成绩",""
"","","78.21",""
"利兹大学
University of Leeds","","",""
"曼彻斯特大学
The University of Manchester","","",""
"","","3.35",""
"","","","申请成功"
"曼彻斯特大学
The University of Manchester","","",""
"","青海大学","",""
"谢菲尔德大学
The University of Sheffield","","",""
"","诺丁汉大学","",""
"","","","申请成功"
"","中国农业大学","",""
"格拉斯哥大学
University of Glasgow","","",""
"雷丁大学
University of Reading","","",""
"","","","申请成功"
"","德蒙福特大学","",""
"","","","申请失败"
"","","","申请成功"
"","南京农业大学","",""
"","南威尔士大学","",""
"","德蒙特福大学","",""
"","","","申请成功"
"","西南大学","",""
"","","3.11",""
"","","","申请成功"
"伦敦大学国王学院
King’s College London","","",""
"","","","申请成功"
"谢菲尔德大学
The University of Sheffield","","",""
"","","","申请失败"
"","","","申请成功"
"","","","申请失败"
"","","80",""
"","","3.57",""
"","北安普顿大学","",""
"利物浦大学
University of Liverpool","","",""
"","","","申请成功"
"格拉斯哥大学
University of Glasgow","","",""
"","谢菲尔德大学","",""
"","西南财经大学","",""
"","","","申请失败"
"","福州大学","",""
"","","2.89",""
"","","","申请成功"
"","","","申请成功"
"","","84.073",""
"","","","申请成功"
"","朴次茅斯大学","",""
"卡迪夫大学
Cardiff University","","",""
"","","","申请失败"
"谢菲尔德大学
The University of Sheffield","","",""
"","","","申请成功"
"","","","申请失败"
"","","","申请失败"
"","陕西科技大学镐京学院","",""
"","","","申请失败"
"","深圳大学","",""
"","","","申请失败"
"","","","申请成功"
"","","","申请成功"
"曼彻斯特大学
The University of Manchester","","",""
"","","","申请成功"
"","北京交通大学","",""
"","","","申请成功"
"格拉斯哥大学
University of Glasgow","","",""
"","","","申请成功"
"","","","申请失败"
"","","","申请成功"
"萨里大学
University of Surrey","","",""
"","天津工业大学","",""
"","","","申请成功"
"","","","申请成功"
"","","","申请成功"
"悉尼科技大学
University of Technology, Sydney","","",""
"","林肯大学","",""
"","","","申请成功"
"","湖南大学北校区","",""
"利物浦大学
University of Liverpool","","",""
"利兹大学
University of Leeds","","",""
"曼彻斯特大学
The University of Manchester","","",""
"","","申请时无均分成绩",""
"","","","申请失败"
"","","3.2",""
"","","",""
"","南京大学","",""
"曼彻斯特大学
The University of Manchester","","",""
"","","","申请失败"
"","","","申请成功"
"","","","申请失败"
"","","","申请成功"
"墨尔本大学
The University of Melbourne","","",""
"","","78",""
"","唐山师范学院","",""
"","齐鲁师范学院","",""
"弗林德斯大学
Flinders University","","",""
"","","","申请成功"
"","","","申请成功"
"兰卡斯特大学
Lancaster University","","",""
"","","","申请成功"
"伯明翰城市大学
Birmingham City University","","",""
"","中央兰开夏大学","",""
"","大连海事大学","",""
